"","wt.ref","wt.alt","gp33.ref","gp33.alt","Ad9mer.ref","Ad9mer.alt","Adfl.ref","Adfl.alt","subset.mc38.5$contig.x","subset.mc38.5$position"
"1",1027.82060363626,1551.73718870638,1195.01626261262,1222.9284871237,1021.00854878344,1429.81037432904,818.297940284209,1670.19978158926,"chr10",4155733
"2",180.563079017181,151.388994020135,249.394698284372,56.8803947499396,250.925829785761,128.917328832947,269.439565703337,179.867668786536,"chr10",5799285
"3",277.789352334125,321.701612292786,207.828915236977,298.622072437183,294.188903886755,328.153200665682,289.398052051732,282.649193807413,"chr10",7705809
"4",55.557870466825,75.6944970100674,83.1315660947908,85.3205921249093,60.5683037413907,70.318542999789,69.8547022193837,38.5430718828291,"chr10",9758685
"5",69.4473380835313,170.312618272652,20.7828915236977,56.8803947499396,17.3052296403973,128.917328832947,49.8962158709883,64.2384531380484,"chr10",11164553
"6",125.005208550356,94.6181212625842,41.5657830473954,71.1004934374244,129.78922230298,140.637085999578,99.7924317419767,77.0861437656581,"chr10",11186447
"7",138.894676167063,189.236242525168,301.351927093617,312.842171124668,138.441837123179,222.675386165999,179.626377135558,423.97379071112,"chr10",11295320
"8",458.352431351306,359.54886079782,249.394698284372,213.301480312273,311.494133527152,234.39514333263,229.522593006546,231.258431296974,"chr10",14405165
"9",1458.39409975416,264.930739535236,1184.62481685077,284.401973749698,1782.43865296092,234.39514333263,1816.22225770398,205.563050041755,"chr10",14745780
"10",236.120949484006,75.6944970100674,384.483493188407,170.641184249819,276.883674246357,93.7580573330521,449.065942838895,102.781525020877,"chr10",19609376
"11",0,359.54886079782,0,511.923552749456,17.3052296403973,421.911257998734,29.937729522593,269.801503179803,"chr10",21648353
"12",166.673611400475,189.236242525168,270.17758980807,113.760789499879,216.315370504967,246.114900499262,189.605620309756,167.019978158926,"chr10",21648429
"13",97.2262733169438,75.6944970100674,145.480240665884,56.8803947499396,129.78922230298,117.197571666315,59.875459045186,64.2384531380484,"chr10",21648439
"14",55.557870466825,75.6944970100674,103.914457618488,99.5406908123942,51.915688921192,70.318542999789,39.9169726967907,64.2384531380484,"chr10",21648513
"15",55.557870466825,75.6944970100674,145.480240665884,85.3205921249093,69.2209185615893,82.0383001664206,39.9169726967907,64.2384531380484,"chr10",21648521
"16",55.557870466825,94.6181212625842,135.088794904035,113.760789499879,69.2209185615893,70.318542999789,39.9169726967907,77.0861437656581,"chr10",21648527
"17",500.020834201425,454.166982060404,758.575540614966,838.985822561609,614.335652234105,738.344701497785,429.1074564905,526.755315731997,"chr10",25441720
"18",583.357639901663,1097.57020664598,613.095299949082,796.325526499154,847.956252379469,972.739844830415,958.007344722976,1567.41825656838,"chr10",26107833
"19",583.357639901663,1078.64658239346,613.095299949082,796.325526499154,847.956252379469,937.580573330521,967.986587897174,1580.26594719599,"chr10",26107834
"20",69.4473380835313,132.465369767618,218.220360998826,56.8803947499396,60.5683037413907,210.955628999367,99.7924317419767,282.649193807413,"chr10",28566592
"21",13.8894676167063,37.8472485050337,62.3486745710931,85.3205921249093,60.5683037413907,82.0383001664206,29.937729522593,51.3907625104387,"chr10",34609392
"22",277.789352334125,908.333964120808,280.569035569919,881.646118624063,475.893815110927,1652.48576049504,419.128213316302,1464.6367315475,"chr10",39198885
"23",652.804977985194,1457.1190674438,540.35517961614,1279.80888187364,493.199044751324,1242.29425966294,538.879131406674,1194.8352283677,"chr10",41519565
"24",97.2262733169438,151.388994020135,72.7401203329419,71.1004934374244,86.5261482019866,175.796357499473,179.626377135558,141.324596903707,"chr10",50850654
"25",180.563079017181,132.465369767618,124.697349142186,142.200986874849,95.1787630221853,140.637085999578,49.8962158709883,269.801503179803,"chr10",52338497
"26",263.899884717419,94.6181212625842,311.743372855465,99.5406908123942,216.315370504967,70.318542999789,299.37729522593,115.629215648487,"chr10",52438213
"27",27.7789352334125,37.8472485050337,20.7828915236977,28.4401973749698,43.2630741009933,23.439514333263,69.8547022193837,38.5430718828291,"chr10",53537471
"28",83.3368057002375,132.465369767618,207.828915236977,142.200986874849,121.136607482781,210.955628999367,209.564106658151,346.887646945462,"chr10",53919315
"29",1000.04166840285,2819.62001362501,1028.75313042304,2801.35944143452,1583.42851209636,4676.18310948597,2025.78636436213,5678.67925740348,"chr10",56497687
"30",250.010417100713,246.007115282719,197.437469475128,369.722565874607,181.704911224172,304.713686332419,319.335781574325,475.364553221558,"chr10",58461886
"31",277.789352334125,605.555976080539,280.569035569919,511.923552749456,294.188903886755,750.064458664417,269.439565703337,758.013747028972,"chr10",62626232
"32",55.557870466825,170.312618272652,114.305903380337,312.842171124668,69.2209185615893,222.675386165999,89.813188567779,179.867668786536,"chr10",63338846
"33",69.4473380835313,37.8472485050337,31.1743372855465,71.1004934374244,34.6104592807947,70.318542999789,59.875459045186,89.9338343932678,"chr10",71285230
