MutAd	2850
Xkr4	0
Rp1	0
Sox17	0
Mrpl15	956
Lypla1	1253
Tcea1	2907
Rgs20	221
Atp6v1h	1390
Oprk1	0
Npbwr1	0
Rb1cc1	839
Alkal1	0
St18	2
Pcmtd1	346
Sntg1	17
Rrs1	2212
Adhfe1	4
2610203C22Rik	1
Vxn	0
Mybl1	183
Vcpip1	779
1700034P13Rik	4
Sgk3	248
Mcmdc2	0
Snhg6	550
Snord87	7
Tcf24	248
Ppp1r42	0
Cops5	1705
Cspp1	279
Arfgef1	2910
Cpa6	0
Mir467e	0
Prex2	0
A830018L16Rik	0
Mir6341	0
Gm17644	0
Sulf1	0
Slco5a1	0
Prdm14	0
Ncoa2	997
Tram1	1875
Lactb2	890
Xkr9	0
Gm5523	40
Eya1	76
Msc	0
Trpa1	0
Kcnb2	0
Terf1	606
Sbspon	1
4930444P10Rik	0
Rpl7	11305
Rdh10	211
Stau2	359
Ube2w	771
Eloc	1456
D030040B21Rik	1
Tmem70	983
Ly96	84
Jph1	678
Gdap1	2
Pi15	0
Gm16070	0
Crispld1	11
Crisp4	0
Defb44-ps	0
Defb18	0
Defb41	0
Gm15825	0
Tfap2d	0
Tfap2b	0
Pkhd1	0
4930486I03Rik	0
Lincmd1	0
Mir206	0
Mir133b	0
Il17a	0
Il17f	1
Mcm3	4936
6720483E21Rik	0
Paqr8	26
Efhc1	0
Tram2	114
Tmem14a	20
Gsta3	4
Gm4956	0
Khdc1a	0
Khdc1c	0
Khdc1b	0
Kcnq5	267
Rims1	0
Gm7759	0
4933415F23Rik	0
Mir30a	0
Mir30c-2	0
Ogfrl1	486
Gm28822	0
B3gat2	7
Smap1	605
Sdhaf4	136
Fam135a	671
Col9a1	1
Col19a1	0
Lmbrd1	607
Adgrb3	0
Gm20172	0
4931408C20Rik	0
Gm5524	0
Gm597	0
Mir6342	0
Gm31465	0
Phf3	1680
Ptp4a1	99
Gm13363	0
Gm29669	0
4931428L18Rik	0
Lgsn	0
Pih1d3	0
Gm4850	0
Khdrbs2	164
Gm9839	0
Gm5415	2
Prim2	399
1700001G17Rik	6
Gm32229	0
