MutAd	0
Xkr4	0
Rp1	0
Sox17	0
Mrpl15	677
Lypla1	719
Tcea1	1801
Rgs20	201
Atp6v1h	917
Oprk1	0
Npbwr1	0
Rb1cc1	573
Alkal1	0
St18	1
Pcmtd1	250
Sntg1	9
Rrs1	1664
Adhfe1	3
2610203C22Rik	0
Vxn	0
Mybl1	131
Vcpip1	522
1700034P13Rik	0
Sgk3	86
Mcmdc2	1
Snhg6	363
Snord87	6
Tcf24	245
Ppp1r42	0
Cops5	1025
Cspp1	200
Arfgef1	1725
Cpa6	2
Mir467e	0
Prex2	0
A830018L16Rik	0
Mir6341	0
Gm17644	0
Sulf1	1
Slco5a1	0
Prdm14	0
Ncoa2	627
Tram1	1362
Lactb2	464
Xkr9	0
Gm5523	9
Eya1	45
Msc	0
Trpa1	0
Kcnb2	0
Terf1	362
Sbspon	2
4930444P10Rik	0
Rpl7	7215
Rdh10	236
Stau2	210
Ube2w	461
Eloc	930
D030040B21Rik	0
Tmem70	593
Ly96	38
Jph1	466
Gdap1	1
Pi15	7
Gm16070	0
Crispld1	8
Crisp4	0
Defb44-ps	0
Defb18	0
Defb41	0
Gm15825	0
Tfap2d	0
Tfap2b	0
Pkhd1	0
4930486I03Rik	0
Lincmd1	0
Mir206	0
Mir133b	0
Il17a	0
Il17f	1
Mcm3	2853
6720483E21Rik	0
Paqr8	16
Efhc1	0
Tram2	91
Tmem14a	20
Gsta3	0
Gm4956	0
Khdc1a	0
Khdc1c	0
Khdc1b	0
Kcnq5	183
Rims1	0
Gm7759	0
4933415F23Rik	0
Mir30a	0
Mir30c-2	0
Ogfrl1	306
Gm28822	0
B3gat2	1
Smap1	375
Sdhaf4	95
Fam135a	482
Col9a1	2
Col19a1	0
Lmbrd1	384
Adgrb3	0
Gm20172	0
4931408C20Rik	0
Gm5524	0
Gm597	1
Mir6342	0
Gm31465	0
Phf3	1212
Ptp4a1	64
Gm13363	0
Gm29669	0
4931428L18Rik	0
Lgsn	0
Pih1d3	0
Gm4850	0
Khdrbs2	116
Gm9839	2
Gm5415	1
Prim2	201
1700001G17Rik	1
Gm32229	0
Rab23	334
Bag2	452
Zfp451	336
Gm15455	7
Bend6	3
Dst	3298
Mir6896	0
Mir5103	0
Ccdc115	235
Imp4	658
Ptpn18	0
Prss39	0
Cfc1	0
Prss40	0
Amer3	0
AA619741	0
Arhgef4	19
Fam168b	2046
Plekhb2	617
Hs6st1	290
Uggt1	1836
Mir6897	0
Neurl3	1
Arid5a	174
Kansl3	567
Mir6898	0
Fer1l5	19
Lman2l	125
Cnnm4	207
Cnnm3	133
Ankrd23	18
Ankrd39	43
Sema4c	183
Fam178b	0
Cox5b	806
Actr1b	718
4933424G06Rik	0
Zap70	0
Tmem131	1337
Cnga3	7
Inpp4a	68
Coa5	873
Unc50	221
Mgat4a	123
4930594C11Rik	0
2010300C02Rik	0
Tsga10	9
Lipt1	34
Mitd1	77
Mrpl30	468
Lyg2	0
Lyg1	0
Txndc9	489
Eif5b	2131
Rev1	239
Gm5099	0
Aff3	0
Lonrf2	0
Chst10	0
Nms	1
Pdcl3	487
Mir6349	0
Npas2	0
Rpl31	2365
Tbc1d8	7
Cnot11	397
Snord89	0
Rnf149	514
Creg2	0
Rfx8	0
Gm3646	0
1700066B17Rik	0
Map4k4	2235
Gm16894	0
Il1r2	0
Il1r1	10
Il1rl2	0
Il1rl1	4434
Il18r1	1
Il18rap	6
Slc9a4	0
Slc9a2	0
Mfsd9	22
Tmem182	0
4930448I06Rik	0
Pantr1	0
Pou3f3	26
2900092D14Rik	2
Pantr2	0
Dalir	0
Mrps9	344
Gpr45	0
Tgfbrap1	315
AI597479	299
Fhl2	261
Nck2	239
1500015O10Rik	0
Uxs1	393
Tpp2	1527
Mettl21c	0
Tex30	337
Kdelc1	490
Bivm	300
Ercc5	152
Mettl21e	0
Gulp1	161
4930521E06Rik	0
Col3a1	15722
Col5a2	639
Wdr75	1166
Slc40a1	0
Stk-ps2	0
Dnah7b	0
Dnah7c	1
Slc39a10	476
Mir6350	0
C230029F24Rik	0
Tmeff2	8
9330175M20Rik	0
Cavin2	42
Nabp1	120
Gm17767	0
Myo1b	494
Stat4	0
Stat1	231
Gls	2269
Nab1	701
Gm28178	0
Nemp2	26
Mfsd6	17
Inpp1	72
Hibch	126
1700019D03Rik	0
Mstn	0
1700019A02Rik	0
Pms1	102
Ormdl1	180
Osgepl1	104
Asnsd1	410
Asdurf	0
Dnah7a	0
Stk17b	163
Hecw2	0
Mir7681	0
Ccdc150	0
Gtf3c3	257
Pgap1	102
Ankrd44	190
Sf3b1	2615
Coq10b	249
Hspd1	10124
Hspe1	1522
Mob4	548
Rftn2	1
Mars2	90
Boll	0
Plcl1	77
9130227L01Rik	0
1700003I22Rik	0
Hsfy2	0
Satb2	194
9130024F11Rik	37
BC055402	0
4930558J18Rik	27
1700066M21Rik	136
Tyw5	67
Maip1	133
Spats2l	0
Kctd18	77
Sgo2a	531
Aox1	10
Aox3	0
Aox4	0
Aox2	0
Bzw1	4083
Clk1	481
Ppil3	230
Nif3l1	303
Orc2	645
Fam126b	219
Ndufb3	386
Gm20257	9
Als2cr12	13
Cflar	426
Casp8	428
Trak2	679
Stradb	70
Als2cr11	0
Tmem237	184
Mpp4	0
Als2	274
Cdk15	0
Fzd7	199
Gm973	0
Sumo1	762
Nop58	2720
Snord70	1
Snord11	0
Bmpr2	976
Fam117b	380
Ica1l	1
Wdr12	630
Carf	61
Nbeal1	212
Cyp20a1	328
Abi2	508
Raph1	687
Cd28	0
Ctla4	0
Icos	0
9530026F06Rik	0
Pard3b	9
Pard3bos2	0
Nrp2	2088
4930487H11Rik	1
Ino80d	274
Ino80dos	12
Ndufs1	946
Eef1b2	2944
