MutAd	0
Xkr4	0
Rp1	0
Sox17	0
Mrpl15	817
Lypla1	973
Tcea1	2599
Rgs20	198
Atp6v1h	1191
Oprk1	0
Npbwr1	0
Rb1cc1	682
Alkal1	0
St18	0
Pcmtd1	190
Sntg1	22
Rrs1	2441
Adhfe1	1
2610203C22Rik	0
Vxn	0
Mybl1	160
Vcpip1	701
1700034P13Rik	2
Sgk3	124
Mcmdc2	0
Snhg6	471
Snord87	3
Tcf24	206
Ppp1r42	0
Cops5	1355
Cspp1	236
Arfgef1	2488
Cpa6	0
Mir467e	0
Prex2	0
A830018L16Rik	0
Mir6341	0
Gm17644	0
Sulf1	0
Slco5a1	0
Prdm14	1
Ncoa2	751
Tram1	1472
Lactb2	544
Xkr9	1
Gm5523	11
Eya1	29
Msc	0
Trpa1	1
Kcnb2	0
Terf1	471
Sbspon	0
4930444P10Rik	0
Rpl7	10114
Rdh10	353
Stau2	337
Ube2w	645
Eloc	1207
D030040B21Rik	1
Tmem70	717
Ly96	53
Jph1	604
Gdap1	1
Pi15	0
Gm16070	0
Crispld1	0
Crisp4	0
Defb44-ps	0
Defb18	0
Defb41	0
Gm15825	0
Tfap2d	0
Tfap2b	0
Pkhd1	0
4930486I03Rik	0
Lincmd1	0
Mir206	0
Mir133b	0
Il17a	0
Il17f	0
Mcm3	3604
6720483E21Rik	0
Paqr8	6
Efhc1	2
Tram2	109
Tmem14a	11
Gsta3	0
Gm4956	0
Khdc1a	0
Khdc1c	0
Khdc1b	0
Kcnq5	280
Rims1	0
Gm7759	0
4933415F23Rik	0
Mir30a	0
Mir30c-2	0
Ogfrl1	337
Gm28822	0
B3gat2	3
Smap1	541
Sdhaf4	137
Fam135a	799
Col9a1	1
Col19a1	0
Lmbrd1	545
Adgrb3	0
Gm20172	0
4931408C20Rik	0
Gm5524	0
Gm597	0
Mir6342	0
Gm31465	0
Phf3	1568
Ptp4a1	67
Gm13363	0
Gm29669	0
4931428L18Rik	0
Lgsn	0
Pih1d3	0
Gm4850	0
Khdrbs2	23
Gm9839	0
Gm5415	1
Prim2	356
1700001G17Rik	6
Gm32229	0
Rab23	446
Bag2	651
Zfp451	452
Gm15455	12
Bend6	17
Dst	4090
Mir6896	0
Mir5103	0
Ccdc115	407
Imp4	823
Ptpn18	0
Prss39	0
Cfc1	0
Prss40	0
Amer3	0
AA619741	0
Arhgef4	19
Fam168b	2666
Plekhb2	740
Hs6st1	338
Uggt1	2580
Mir6897	0
Neurl3	0
Arid5a	244
Kansl3	673
Mir6898	0
Fer1l5	31
Lman2l	148
Cnnm4	258
Cnnm3	255
Ankrd23	13
Ankrd39	51
Sema4c	221
Fam178b	0
Cox5b	1145
Actr1b	995
4933424G06Rik	0
Zap70	0
Tmem131	1854
Cnga3	2
Inpp4a	115
Coa5	1222
Unc50	298
Mgat4a	95
4930594C11Rik	7
2010300C02Rik	0
Tsga10	9
Lipt1	41
Mitd1	84
Mrpl30	609
Lyg2	0
Lyg1	0
Txndc9	751
Eif5b	2751
Rev1	290
Gm5099	0
Aff3	0
Lonrf2	0
Chst10	0
Nms	0
Pdcl3	668
Mir6349	0
Npas2	0
Rpl31	3249
Tbc1d8	11
Cnot11	556
Snord89	1
Rnf149	725
Creg2	0
Rfx8	0
Gm3646	0
1700066B17Rik	0
Map4k4	3074
Gm16894	0
Il1r2	1
Il1r1	109
Il1rl2	2
Il1rl1	8404
Il18r1	0
Il18rap	5
Slc9a4	0
Slc9a2	0
Mfsd9	18
Tmem182	0
4930448I06Rik	0
Pantr1	0
Pou3f3	26
2900092D14Rik	1
Pantr2	0
Dalir	0
Mrps9	493
Gpr45	0
Tgfbrap1	414
AI597479	409
Fhl2	589
Nck2	212
1500015O10Rik	0
Uxs1	611
Tpp2	2003
Mettl21c	0
Tex30	369
Kdelc1	717
Bivm	377
Ercc5	176
Mettl21e	0
Gulp1	209
4930521E06Rik	1
Col3a1	12206
Col5a2	1110
Wdr75	1458
Slc40a1	0
Stk-ps2	0
Dnah7b	0
Dnah7c	0
Slc39a10	538
Mir6350	0
C230029F24Rik	0
Tmeff2	0
9330175M20Rik	0
Cavin2	88
Nabp1	195
Gm17767	0
Myo1b	549
Stat4	0
Stat1	387
Gls	3170
Nab1	1152
Gm28178	0
Nemp2	23
Mfsd6	7
Inpp1	109
Hibch	186
1700019D03Rik	0
Mstn	0
1700019A02Rik	0
Pms1	111
Ormdl1	137
Osgepl1	55
Asnsd1	492
Asdurf	0
Dnah7a	0
Stk17b	146
Hecw2	1
Mir7681	0
Ccdc150	0
Gtf3c3	369
Pgap1	73
Ankrd44	88
Sf3b1	3590
Coq10b	378
Hspd1	12985
Hspe1	2212
Mob4	658
Rftn2	1
Mars2	205
Boll	0
Plcl1	125
9130227L01Rik	0
1700003I22Rik	0
Hsfy2	0
Satb2	229
9130024F11Rik	39
BC055402	0
4930558J18Rik	33
1700066M21Rik	158
Tyw5	102
Maip1	210
Spats2l	0
Kctd18	124
Sgo2a	621
Aox1	8
Aox3	0
Aox4	0
Aox2	0
Bzw1	5042
Clk1	632
Ppil3	279
Nif3l1	351
Orc2	830
Fam126b	218
Ndufb3	577
Gm20257	10
Als2cr12	15
Cflar	387
Casp8	560
Trak2	827
Stradb	110
Als2cr11	0
Tmem237	281
Mpp4	0
Als2	339
Cdk15	0
Fzd7	371
Gm973	0
Sumo1	1082
Nop58	3937
Snord70	2
Snord11	0
Bmpr2	1183
Fam117b	464
Ica1l	1
Wdr12	899
Carf	83
Nbeal1	235
Cyp20a1	475
Abi2	593
Raph1	485
Cd28	0
Ctla4	0
Icos	0
9530026F06Rik	0
Pard3b	28
Pard3bos2	0
Nrp2	4755
4930487H11Rik	7
Ino80d	387
Ino80dos	17
Ndufs1	1324
